# This file contains the data of all generations.
# of objectives = 2, # of constraints = 1, # of real_var = 48, # of bits of bin_var = 0
# gen = 1
   5.017294   0.001470		-161.500956
   5.017294   0.001470		-161.500956
# end gen = 14
# gen = 15
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
# end gen = 15
# gen = 16
   5.164703   0.001483		-144.679644
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
# end gen = 16
# gen = 17
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164916   0.001484		-144.758222
   5.021195   0.001479		-151.144653
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
   5.020291   0.001479		-151.158938
# end gen = 17
# gen = 18
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
# end gen = 18
# gen = 19
   5.171114   0.001486		-138.457242
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
# end gen = 19
# gen = 20
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
   5.164703   0.001483		-144.679644
# end gen = 20
# gen = 21
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 21
# gen = 22
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 22
# gen = 23
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 23
# gen = 24
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 24
# gen = 25
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 25
# gen = 26
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 26
# gen = 27
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 27
# gen = 28
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 28
# gen = 29
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 29
# gen = 30
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 30
# gen = 31
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 31
# gen = 32
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 32
# gen = 33
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 33
# gen = 34
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 34
# gen = 35
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 35
# gen = 36
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 36
# gen = 37
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 37
# gen = 38
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 38
# gen = 39
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 39
# gen = 40
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 40
# gen = 41
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 41
# gen = 42
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 42
# gen = 43
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 43
# gen = 44
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 44
# gen = 45
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 45
# gen = 46
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 46
# gen = 47
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 47
# gen = 48
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 48
# gen = 49
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 49
# gen = 50
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 50
# gen = 51
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 51
# gen = 52
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 52
# gen = 53
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 53
# gen = 54
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 54
# gen = 55
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 55
# gen = 56
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 56
# gen = 57
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 57
# gen = 58
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 58
# gen = 59
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 59
# gen = 60
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 60
# gen = 61
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 61
# gen = 62
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 62
# gen = 63
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 63
# gen = 64
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 64
# gen = 65
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 65
# gen = 66
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 66
# gen = 67
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 67
# gen = 68
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 68
# gen = 69
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 69
# gen = 70
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 70
# gen = 71
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 71
# gen = 72
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 72
# gen = 73
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 73
# gen = 74
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 74
# gen = 75
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 75
# gen = 76
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 76
# gen = 77
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 77
# gen = 78
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 78
# gen = 79
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 79
# gen = 80
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 80
# gen = 81
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 81
# gen = 82
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 82
# gen = 83
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 83
# gen = 84
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 84
# gen = 85
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 85
# gen = 86
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 86
# gen = 87
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 87
# gen = 88
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 88
# gen = 89
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 89
# gen = 90
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 90
# gen = 91
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
# end gen = 91
# gen = 92
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
   5.171114   0.001486		-138.457242
